OperatingSpeed_mps,EquilibriumResidualNorm,LateralControllabilityRank,LateralPathError_RMSE_m,LateralPathError_MaxAbs_m,HeadingError_RMSE_rad,HeadingError_MaxAbs_rad,YawRate_vs_V0Kappa_RMSE_radps,MaxAbsSteering_deg,SteeringSaturationFraction,MaxRawFrontSlipAngle_deg,MaxRawRearSlipAngle_deg,MaxRawLongitudinalSlip,MaxLongitudinalSpeedReduction_mps,QPHessianConditionEstimate,ConstrainedFallbackFraction,MeanFallbackIterations,MaxFallbackIterations,MaxQPResidual
13.8888888888889,0,2,0.0230022459732747,0.0653854937547086,0.00948939157803999,0.0234605760186053,0.0634346408178736,3.72503343691377,0,2.52035832137938,1.83274130626366,0.000435977967706816,0.0909655291899849,10754.1209960498,0,0,0,1.2732925824821e-11
